rank,given_name,gender,gender_majority,aggregated_count,male_count,female_count,source_datasets,source_urls
4332,Clementina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4333,Clementine,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4334,Cliff,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4335,Clio,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4336,Cloé,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4337,Cléa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4338,Clíona,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4339,Coby,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4340,Coca,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4341,Coco-Matilda,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4342,Coleen,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4343,Colette,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4344,Colleene,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4345,Collien,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4346,Conan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4347,Cong,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4348,Connie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4349,Conny,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4350,Consuelo,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4351,Coralina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4352,Corbinian,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4353,Cordi,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4354,Corey,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4355,Corina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4356,Coronet,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4357,Corvidae,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4358,Corvina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4359,Corvo,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4360,Costanza,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4361,Costel,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4362,Crina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4363,Cristian,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4364,Cristian-Oskar,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4365,Cuno,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4366,Cyara,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4367,Cyles,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4368,Czesław,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4369,Cássio,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4370,Cécilia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4371,Céleste,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4372,Célestin,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4373,Daciana,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4374,Dahb,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4375,Dahlia-Emilia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4376,Dahlira,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4377,Daisy,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4378,Dajana,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4379,Dalena,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4380,Dalika,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4381,Dalila,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4382,Dalin,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4383,Dalina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4384,Daliya,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4385,Daliyah,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4386,Dalva,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4387,Dalya,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4388,Damaris,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4389,Damian-Gabriel,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4390,Damiano,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4391,Damianos,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4392,Damon,m,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4393,Danah,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4394,Danai,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4395,Danelia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4396,Danh,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4397,Daniah,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4398,Daniel-Vasile,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4399,Danielo,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4400,Daniels,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4401,Daniil,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4402,Daniilovna,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4403,Daniyal,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4404,Danny,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4405,Dante-Peter,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4406,Danya,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4407,Danylovič,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4408,Dara,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4409,Darena,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4410,Daria-Anais,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4411,Dariana,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4412,Darin,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4413,Darisa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4414,Dariy,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4415,Dariya,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4416,Darjoosh,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4417,Darleen,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4418,Darley,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4419,Darmin,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4420,Darwin,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4421,Daryl,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4422,Dascha,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4423,Daud,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4424,Dauud,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4425,Dave,m,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4426,Davi,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4427,Daviana,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4428,Davin,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4429,Davina,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4430,Davina-Sophie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4431,Davinia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4432,Davis,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4433,Dawn,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4434,Dawud,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4435,Daya,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4436,Dayana,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4437,Dayin-Ali,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4438,Daylan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4439,Daymien,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4440,Daymon,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4441,Dea,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4442,Deala,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4443,Deanna,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4444,Debby,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4445,Debora,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4446,Declan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4447,Deguene,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4448,Deike,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4449,Deina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4450,Delara,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4451,Dell,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4452,Della,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4453,Delma,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4454,Delvan,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4455,Demien,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4456,Demjana,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4457,Denia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4458,Denisa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4459,Denisia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4460,Denisovna,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4461,Dennis,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4462,Denny,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4463,Denys,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4464,Denysovič,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4465,Denysovna,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4466,Derek,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4467,Derin,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4468,Dersa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4469,Dervis,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4470,Derya,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4471,Deryan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4472,Desideria,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4473,Desire,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4474,Devi,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4475,Devid,m,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4476,Dewran,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4477,Dexter,m,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4478,Deyna,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4479,Dhahab,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4480,Dhalia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4481,Dhiya,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4482,Dhruvika,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4483,Dhurata,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4484,Dhyana,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4485,Di,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4486,Diako,m,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4487,Diara,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4488,Diary,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4489,Dicle,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4490,Didar,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4491,Diego-Mihail,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4492,Dilan,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4493,Dilayla,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4494,Dilgeş,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4495,Dillven,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4496,Dilo,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4497,Dilyar,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4498,Dimitar,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4499,Dimitarova,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4500,Dimitrova,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4501,Dinah,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4502,Dino,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4503,Diola,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4504,Dione,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4505,Dipu,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4506,Ditë,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4507,Divan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4508,Divora,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4509,Divyana,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4510,Diễm,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4511,Djamilah,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4512,Djauad,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4513,Djelza,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4514,Djenabou,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4515,Djhan,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4516,Djurre,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4517,Dlin,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4518,Dmitrievič,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4519,Dmitrii,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4520,Do,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4521,Dobby,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4522,Dogan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4523,Domenica,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4524,Domenika,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4525,Domfang,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4526,Dominic-Ianis,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4527,Dominique,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4528,Dominique-Fabienne,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4529,Don,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4530,Dona,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4531,Donald,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4532,Donavan,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4533,Dong,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4534,Donia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4535,Donika,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4536,Donja,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4537,Donna,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4538,Donna-Lina,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4539,Donya,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4540,Dora-Lisa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4541,Dori,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4542,Doris,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4543,Dorián,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4544,Dorka,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4545,Dorle,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4546,Dorothea-Sophie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4547,Dorottya,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4548,Dorsa,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4549,Doruk,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4550,Doura,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4551,Drago,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4552,Dragoș,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4553,Drakhshan,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4554,Drini,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4555,Druga,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4556,Dschihan,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4557,Duarta,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4558,Duha,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4559,Dustin,m,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4560,Duus,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4561,Duy,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4562,Dyala,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4563,Dylen,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4564,Dzejla,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4565,Dzejljan,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4566,Dzsamilia,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4567,Dávid,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4568,Dăng,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4569,Džejla,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4570,ELise,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4571,Ea,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4572,Eakien,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4573,Easy,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4574,Ebbi,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4575,Ebosetale,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4576,Ebrahim,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4577,Ebrar,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4578,Ebrima,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4579,Ebube,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4580,Ebubekir,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4581,Ece,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4582,Eckhard,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4583,Ecra,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4584,Eddie-Eric,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4585,Ede,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4586,Edelgard,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4587,Edelyn,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4588,Edem,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4589,Edian,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4590,Edie,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4591,Edita,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4592,Edric,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4593,Eduardo,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4594,Edvard,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4595,Edvin,m,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4596,Edwina,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4597,Eefje,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4598,Eefke,w,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4599,Effi,w,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4600,Efisio,m,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
