rank,given_name,gender,gender_majority,aggregated_count,male_count,female_count,source_datasets,source_urls
2150,Justin,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2151,Kalina,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2152,Karen,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2153,Karlina,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2154,Katherina,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2155,Kathleen,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2156,Kayan,u,w,3,1,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2157,Kerstin,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2158,Kiano,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2159,Kinan,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2160,Kirill,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2161,Klaas,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2162,Klaudia,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2163,Kleo,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2164,Kornelius,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2165,Kostja,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2166,Kyara,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2167,Lara-Sophie,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2168,Lavayldane,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2169,Lavin,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2170,Lee-Ann,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2171,Lenia,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2172,Lenie,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2173,Leno,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2174,Leonel,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2175,Leonor,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2176,Letty,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2177,Levia,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2178,Libi,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2179,Lida,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2180,Liesel,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2181,Lika,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2182,Lilliana,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2183,Lillie,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2184,Lilu,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2185,Lin,u,w,3,1,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2186,Lissi,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2187,Liyah,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2188,Lone,u,w,3,1,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2189,Loni,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2190,Lovisa,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2191,Luba,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2192,Luci,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2193,Lucifer,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2194,Lyan,u,w,3,1,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2195,Lykke,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2196,Lyn,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2197,Lyo,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2198,Lê,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2199,Macy,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2200,Maddox,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2201,Maeva,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2202,Maeve,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2203,Magomedovna,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2204,Mahmud,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2205,Maily,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2206,Maksymilian,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2207,Malie,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2208,Manuela,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2209,Maram,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2210,Mareen,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2211,Margaret,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2212,Marley,u,w,3,1,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2213,Marli,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2214,Marthe,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2215,Marwan,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2216,Mary-Jane,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2217,Matthea,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2218,Matthew,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2219,Mayar,u,m,3,2,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2220,Mayra,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2221,Maysa,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2222,Meda,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2223,Medeea,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2224,Melika,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2225,Meriam,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2226,Merit,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2227,Meva,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2228,Mia-Jolie,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2229,Mia-Marie,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2230,Mian,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2231,Milad,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2232,Milaine,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2233,Miles,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2234,Milian,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2235,Milli,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2236,Mirabell,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2237,Mirabella,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2238,Mirha,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2239,Miroslava,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2240,Moana,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2241,Morten,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2242,Moses,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2243,Mostafa,u,m,3,2,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2244,Muriel,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2245,Mya,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2246,Myra,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2247,Máté,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2248,Naila,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2249,Najla,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2250,Nalu,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2251,Natascha,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2252,Neda,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2253,Nele-Sophie,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2254,Nicklas,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2255,Nicola,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2256,Nihad,u,w,3,1,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2257,Nikol,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2258,Nikolaus,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2259,Nil,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2260,Noelle,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2261,Norbert,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2262,Nouri,u,w,3,1,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2263,Nuria,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2264,Nurit,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2265,Oday,u,m,3,2,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2266,Ofelia,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2267,Ola,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2268,Onno,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2269,Ottokar,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2270,Ove,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2271,Paige,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2272,Paola,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2273,Paolo,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2274,Patrice,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2275,Pavel,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2276,Penélope,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2277,Philin,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2278,Phine,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2279,Phoenix,u,m,3,2,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2280,Pippa,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2281,Purity,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2282,Quỳnh,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2283,Ragad,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2284,Raha,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2285,Raija,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2286,Raisa,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2287,Ralf,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2288,Ramona,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2289,Raven,u,w,3,1,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2290,Rebeca,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2291,Reka,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2292,Remas,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2293,Remus,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2294,Remy,u,m,3,2,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2295,Rena,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2296,Renee,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2297,Renesmee,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2298,Renée,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2299,Rika,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2300,Rima,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2301,Robyn,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2302,Rosenova,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2303,Rosmarie,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2304,Rumi,u,w,3,1,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2305,Réka,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2306,Rémy,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2307,Sadaf,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2308,Saja,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2309,Sally,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2310,Sama,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2311,Samia,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2312,Senna,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2313,Serafina,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2314,Seraphine,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2315,Serina,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2316,Setayesh,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2317,Shanaya,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2318,Shania,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2319,Silvana,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2320,Simone,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2321,Singh,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2322,Sinja,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2323,Sky,u,m,3,2,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2324,Soley,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2325,Solveig,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2326,Stanley,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2327,Steffi,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2328,Sultan,u,m,3,2,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2329,Susan,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2330,Sven,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2331,Swantje,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2332,Tabita,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2333,Tadeusz,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2334,Taio,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2335,Taja,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2336,Tamia,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2337,Taya,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2338,Tayler,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2339,Teona,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2340,Thien,u,w,3,1,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2341,Thies,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2342,Tialda,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2343,Timothy,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2344,Tito,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2345,Torsten,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2346,Torvi,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2347,Tran,u,w,3,1,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2348,Trixi,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2349,Trâm,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2350,Ursula,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2351,Ville,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2352,Vince,m,m,3,3,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2353,Vinh,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2354,Vita,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2355,Waldemar,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2356,Weda,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2357,Wiebke,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2358,Wiktoria,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2359,Willa,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2360,Wilm,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2361,Winnie,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2362,Yahia,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2363,Yan,u,m,3,2,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2364,Yana,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2365,Yaro,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2366,Yaël,u,w,3,1,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2367,Yorin,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2368,Younis,m,m,3,3,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2369,Yva,w,w,3,0,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2370,Yve,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2371,Yvonne,w,w,3,0,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2372,Zakaria,u,m,3,2,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2373,(Großvatersname),m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2374,(Vatersname),m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2375,Aaren,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2376,Abbie,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2377,Abbygale,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2378,Abdelghfar,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2379,Abdul,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2380,Ace,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2381,Achim,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2382,Adda,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2383,Adel,u,u,2,1,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2384,Adelia,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2385,Adeline,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2386,Adna,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2387,Adria,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2388,Adriane,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2389,Adrina,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2390,Aeneas,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2391,Aenne,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2392,Afaf,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2393,Afra,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2394,Agathe,w,w,2,0,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2395,Agnese,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2396,Ahsen,w,w,2,0,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2397,Aidan,m,m,2,2,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2398,Aik,m,m,2,2,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
