rank,given_name,gender,aggregated_count,male_count,female_count,source_datasets,source_urls
4476,Dewran,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4477,Dexter,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4478,Deyna,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4479,Dhahab,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4480,Dhalia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4481,Dhiya,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4482,Dhruvika,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4483,Dhurata,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4484,Dhyana,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4485,Di,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4486,Diako,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4487,Diara,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4488,Diary,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4489,Dicle,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4490,Didar,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4491,Diego-Mihail,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4492,Dilan,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4493,Dilayla,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4494,Dilgeş,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4495,Dillven,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4496,Dilo,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4497,Dilyar,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4498,Dimitar,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4499,Dimitarova,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4500,Dimitrova,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4501,Dinah,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4502,Dino,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4503,Diola,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4504,Dione,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4505,Dipu,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4506,Ditë,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4507,Divan,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4508,Divora,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4509,Divyana,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4510,Diễm,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4511,Djamilah,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4512,Djauad,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4513,Djelza,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4514,Djenabou,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4515,Djhan,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4516,Djurre,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4517,Dlin,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4518,Dmitrievič,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4519,Dmitrii,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4520,Do,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4521,Dobby,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4522,Dogan,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4523,Domenica,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4524,Domenika,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4525,Domfang,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4526,Dominic-Ianis,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4527,Dominique,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4528,Dominique-Fabienne,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4529,Don,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4530,Dona,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4531,Donald,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4532,Donavan,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4533,Dong,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4534,Donia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4535,Donika,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4536,Donja,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4537,Donna,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4538,Donna-Lina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4539,Donya,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4540,Dora-Lisa,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4541,Dori,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4542,Doris,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4543,Dorián,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4544,Dorka,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4545,Dorle,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4546,Dorothea-Sophie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4547,Dorottya,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4548,Dorsa,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4549,Doruk,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4550,Doura,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4551,Drago,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4552,Dragoș,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4553,Drakhshan,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4554,Drini,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4555,Druga,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4556,Dschihan,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4557,Duarta,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4558,Duha,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4559,Dustin,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4560,Duus,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4561,Duy,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4562,Dyala,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4563,Dylen,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4564,Dzejla,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4565,Dzejljan,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4566,Dzsamilia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4567,Dávid,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4568,Dăng,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4569,Džejla,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4570,ELise,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4571,Ea,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4572,Eakien,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4573,Easy,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4574,Ebbi,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4575,Ebosetale,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4576,Ebrahim,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4577,Ebrar,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4578,Ebrima,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4579,Ebube,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4580,Ebubekir,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4581,Ece,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4582,Eckhard,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4583,Ecra,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4584,Eddie-Eric,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4585,Ede,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4586,Edelgard,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4587,Edelyn,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4588,Edem,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4589,Edian,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4590,Edie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4591,Edita,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4592,Edric,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4593,Eduardo,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4594,Edvard,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4595,Edvin,m,1,1,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4596,Edwina,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4597,Eefje,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4598,Eefke,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4599,Effi,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4600,Efisio,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4601,Efosa,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4602,Efraim,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4603,Efsun,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4604,Eftalia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4605,Efthymios,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4606,Egehan,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4607,Egya,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4608,Egzona,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4609,Ehmi,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4610,Ehrentraut,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4611,Ehsan,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4612,Eid,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4613,Eike,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4614,Eila-Paulina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4615,Eilad,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4616,Eilen,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4617,Eilif,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4618,Eilika,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4619,Eillaf,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4620,Einas,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4621,Eira,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4622,Eirinn,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4623,Ejup,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4624,Ekamjot,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4625,Ekin-Kemal,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4626,Ekkehard,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4627,El-Din,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4628,Elahe,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4629,Elaina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4630,Elan,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4631,Elana,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4632,Elana-Sofie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4633,Elanie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4634,Elanor,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4635,Elaysa,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4636,Ele,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4637,Eleanore,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4638,Eleine,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4639,Elen,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4640,Elena-Sophie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4641,Elena-Sorina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4642,Elenia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4643,Elenita,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4644,Elenora,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4645,Eleonor,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4646,Eleri,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4647,Eletta,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4648,Eleyn,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4649,Eleyn-Marie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4650,Elgin,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4651,Elias-Aryan,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4652,Elias-Ayan,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4653,Elias-Liam,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4654,Elias-Paul,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4655,Elica,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4656,Elice,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4657,Elicio,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4658,Elie,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4659,Elifa,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4660,Elijotėja,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4661,Elina-Magdalena,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4662,Elina-Mia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4663,Elina-Mira,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4664,Elinam,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4665,Elinora,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4666,Elinya,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4667,Elira,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4668,Elisabet,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4669,Elisabeta,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4670,Elisabeta-Patricia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4671,Elisabeta-Sara,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4672,Elisabeth-Eva,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4673,Elisabetha,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4674,Elisabetta,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4675,Elisja,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4676,Elison,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4677,Elisza,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4678,Elisé-Sacio,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4679,Eliyaz,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4680,Elizaveta,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4681,Elizja,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4682,Eliška,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4683,Ella-Alexa,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4684,Ella-Emilia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4685,Ella-Liesbeth,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4686,Ella-Lucienne,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4687,Ellari,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4688,Elleen,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4689,Ellenore,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4690,Ellerie,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4691,Elli-Rose,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4692,Ellif,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4693,Ello,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4694,Ellora,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4695,Ellory,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4696,Ellyn,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4697,Ellynora,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4698,Ellén,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4699,Elman,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4700,Elme,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4701,Elmedin,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4702,Elmedina,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4703,Elmija,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4704,Elna,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4705,Eloa,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4706,Elodia,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4707,Eloghosa,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4708,Elois,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4709,Eloisa,w,1,0,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
4710,Elorm,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4711,Elouisa,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4712,Eloísa,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4713,Elsanna,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4714,Elsi,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4715,Elsy,w,1,0,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
4716,Elton,m,1,1,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
