rank,given_name,gender,aggregated_count,male_count,female_count,source_datasets,source_urls
1180,Liz,w,9,0,9,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1181,Magda,w,9,0,9,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1182,Maggie,w,9,0,9,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1183,Malek,m,9,9,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1184,Margo,w,9,0,9,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1185,Marten,m,9,9,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1186,Meike,w,9,0,9,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1187,Mieke,u,9,1,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1188,Mike,m,9,9,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1189,Mirna,w,9,0,9,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1190,Monika,w,9,0,9,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1191,Naya,w,9,0,9,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1192,Nelia,w,9,0,9,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1193,Osman,m,9,9,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1194,Philina,w,9,0,9,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1195,Pola,u,9,1,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1196,Quinn,u,9,5,4,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1197,Raja,w,9,0,9,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1198,Saad,m,9,9,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1199,Sana,w,9,0,9,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1200,Siegfried,m,9,9,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1201,Sinan,m,9,9,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1202,Sofía,w,9,0,9,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1203,Timea,w,9,0,9,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1204,Tino,m,9,9,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1205,Yunis,u,9,8,1,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1206,Agatha,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1207,Aggelos,m,8,8,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1208,Aleksander,m,8,8,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1209,Amani,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1210,Amra,w,8,0,8,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1211,Annabella,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1212,Ashley,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1213,Atlas,m,8,8,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1214,Auguste,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1215,Aurelian,m,8,8,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1216,Aurelio,m,8,8,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1217,Björn,m,8,8,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1218,Brian,m,8,8,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1219,Carlota,w,8,0,8,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1220,Christos,m,8,8,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1221,Ciara,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1222,Damir,m,8,8,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1223,Darina,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1224,Dina,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1225,Eddy,m,8,8,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1226,Eli,u,8,6,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1227,Elliot,u,8,7,1,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1228,Ellis,u,8,2,6,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1229,Emili,w,8,0,8,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1230,Emy,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1231,Fernando,m,8,8,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1232,Gesa,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1233,Hanifa,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1234,Hazel,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1235,Ilse,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1236,Ingrid,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1237,Isaac,m,8,8,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1238,Jad,m,8,8,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1239,Jamila,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1240,Janka,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1241,Joanna,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1242,Jonne,m,8,8,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1243,Jorinde,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1244,Juliette,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1245,Karline,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1246,Kaur,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1247,Larisa,w,8,0,8,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1248,Lean,u,8,7,1,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1249,Leevke,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1250,Liane,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1251,Lien,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1252,Lillian,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1253,Lise,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1254,Luciano,m,8,8,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1255,Lucien,m,8,8,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1256,Lutz,m,8,8,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1257,Mai,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1258,Manfred,m,8,8,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1259,Marielle,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1260,Marit,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1261,Maurice,m,8,8,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1262,Miley,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1263,Minna,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1264,Miron,m,8,8,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1265,Nam,u,8,7,1,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1266,Nilo,m,8,8,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1267,Norah,w,8,0,8,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1268,Noura,w,8,0,8,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1269,Nura,w,8,0,8,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1270,Rachel,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1271,René,m,8,8,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1272,Romi,w,8,0,8,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1273,Sanna,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1274,Saphira,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1275,Sascha,u,8,5,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1276,Silvia,w,8,0,8,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1277,Sue,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1278,Sunny,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1279,Talvi,w,8,0,8,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1280,Thorin,m,8,8,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1281,Timon,m,8,8,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1282,Tony,m,8,8,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1283,Willem,m,8,8,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1284,Yahya,m,8,8,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1285,Yannis,m,8,8,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1286,Yasmina,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1287,Zeno,m,8,8,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1288,Zeyneb,w,8,0,8,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1289,Élise,w,8,0,8,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1290,Abel,m,7,7,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1291,Aleksej,m,7,7,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1292,Alvin,m,7,7,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1293,Amalie,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1294,Annelies,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1295,Athena,w,7,0,7,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1296,Caitlyn,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1297,Casper,m,7,7,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1298,Cassandra,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1299,Cheyenne,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1300,Christa,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1301,Danilo,m,7,7,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1302,Darija,w,7,0,7,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1303,Davide,m,7,7,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1304,Dejan,m,7,7,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1305,Dila,w,7,0,7,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1306,Edis,m,7,7,0,Muenchen Open Data,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1307,Ege,m,7,7,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1308,Elija,u,7,5,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1309,Elinor,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1310,Emily-Sophie,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1311,Enya,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1312,Ernst,m,7,7,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1313,Fanny,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1314,Flavia,w,7,0,7,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1315,Francesca,w,7,0,7,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1316,Frido,m,7,7,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1317,Frieder,m,7,7,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1318,Gerhard,m,7,7,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1319,Gisela,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1320,Giuseppe,m,7,7,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1321,Gretha,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1322,Gwendolyn,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1323,Günter,m,7,7,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1324,Haley,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1325,Hektor,m,7,7,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1326,Helge,m,7,7,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1327,Holger,m,7,7,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1328,Igor,m,7,7,0,Muenchen Open Data,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1329,Ilvy,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1330,Israa,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1331,Ivana,w,7,0,7,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1332,Jean,u,7,5,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1333,Jolanda,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1334,Jula,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1335,Jürgen,m,7,7,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1336,Kalea,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1337,Kara,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1338,Karoline,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1339,Khaled,u,7,5,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1340,Kiana,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1341,Kuzey,m,7,7,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1342,Lenn,m,7,7,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1343,Lenya,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1344,Levke,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1345,Line,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1346,Loreen,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1347,Lorin,u,7,2,5,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1348,Lya,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1349,Marlie,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1350,Marwa,w,7,0,7,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1351,Massa,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1352,Merlin,m,7,7,0,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1353,Merve,w,7,0,7,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1354,Milda,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1355,Milica,w,7,0,7,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1356,Millie,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1357,Minou,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1358,Nikolaj,m,7,7,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1359,Noelia,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1360,Oda,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1361,Odin,m,7,7,0,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1362,Ottilie,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1363,Phillip,m,7,7,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1364,Pius,m,7,7,0,Jena Open Data | Leipzig Open Data | Muenchen Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1365,Romina,w,7,0,7,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
1366,Rosi,w,7,0,7,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
1367,Roxana,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1368,Safiya,w,7,0,7,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
1369,Said,m,7,7,0,Leipzig Open Data | Muenchen Open Data,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
