rank,given_name,aggregated_count,source_datasets,source_urls
2205,Maily,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2206,Maksymilian,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2207,Malie,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2208,Manuela,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2209,Maram,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2210,Mareen,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2211,Margaret,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2212,Marley,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2213,Marli,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2214,Marthe,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2215,Marwan,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2216,Mary-Jane,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2217,Matthea,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2218,Matthew,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2219,Mayar,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2220,Mayra,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2221,Maysa,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2222,Meda,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2223,Medeea,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2224,Melika,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2225,Meriam,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2226,Merit,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2227,Meva,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2228,Mia-Jolie,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2229,Mia-Marie,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2230,Mian,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2231,Milad,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2232,Milaine,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2233,Miles,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2234,Milian,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2235,Milli,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2236,Mirabell,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2237,Mirabella,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2238,Mirha,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2239,Miroslava,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2240,Moana,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2241,Morten,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2242,Moses,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2243,Mostafa,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2244,Muriel,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2245,Mya,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2246,Myra,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2247,Máté,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2248,Naila,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2249,Najla,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2250,Nalu,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2251,Natascha,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2252,Neda,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2253,Nele-Sophie,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2254,Nicklas,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2255,Nicola,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2256,Nihad,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2257,Nikol,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2258,Nikolaus,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2259,Nil,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2260,Noelle,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2261,Norbert,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2262,Nouri,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2263,Nuria,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2264,Nurit,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2265,Oday,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2266,Ofelia,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2267,Ola,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2268,Onno,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2269,Ottokar,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2270,Ove,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2271,Paige,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2272,Paola,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2273,Paolo,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2274,Patrice,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2275,Pavel,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2276,Penélope,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2277,Philin,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2278,Phine,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2279,Phoenix,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2280,Pippa,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2281,Purity,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2282,Quỳnh,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2283,Ragad,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2284,Raha,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2285,Raija,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2286,Raisa,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2287,Ralf,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2288,Ramona,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2289,Raven,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2290,Rebeca,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2291,Reka,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2292,Remas,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2293,Remus,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2294,Remy,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2295,Rena,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2296,Renee,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2297,Renesmee,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2298,Renée,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2299,Rika,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2300,Rima,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2301,Robyn,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2302,Rosenova,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2303,Rosmarie,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2304,Rumi,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2305,Réka,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2306,Rémy,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2307,Sadaf,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2308,Saja,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2309,Sally,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2310,Sama,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2311,Samia,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2312,Senna,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2313,Serafina,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2314,Seraphine,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2315,Serina,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2316,Setayesh,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2317,Shanaya,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2318,Shania,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2319,Silvana,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2320,Simone,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2321,Singh,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2322,Sinja,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2323,Sky,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2324,Soley,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2325,Solveig,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2326,Stanley,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2327,Steffi,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2328,Sultan,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2329,Susan,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2330,Sven,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2331,Swantje,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2332,Tabita,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2333,Tadeusz,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2334,Taio,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2335,Taja,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2336,Tamia,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2337,Taya,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2338,Tayler,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2339,Teona,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2340,Thien,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2341,Thies,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2342,Tialda,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2343,Timothy,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2344,Tito,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2345,Torsten,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2346,Torvi,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2347,Tran,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2348,Trixi,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2349,Trâm,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2350,Ursula,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2351,Ville,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2352,Vince,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2353,Vinh,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2354,Vita,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2355,Waldemar,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2356,Weda,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2357,Wiebke,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2358,Wiktoria,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2359,Willa,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2360,Wilm,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2361,Winnie,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2362,Yahia,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2363,Yan,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2364,Yana,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2365,Yaro,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2366,Yaël,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2367,Yorin,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2368,Younis,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2369,Yva,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2370,Yve,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2371,Yvonne,3,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2372,Zakaria,3,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2373,(Großvatersname),2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2374,(Vatersname),2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2375,Aaren,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2376,Abbie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2377,Abbygale,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2378,Abdelghfar,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2379,Abdul,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2380,Ace,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2381,Achim,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2382,Adda,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2383,Adel,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2384,Adelia,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2385,Adeline,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2386,Adna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2387,Adria,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2388,Adriane,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2389,Adrina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2390,Aeneas,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2391,Aenne,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2392,Afaf,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2393,Afra,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2394,Agathe,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2395,Agnese,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2396,Ahsen,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2397,Aidan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2398,Aik,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2399,Aimée,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2400,Aisa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2401,Aja,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2402,Ajna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2403,Ajsa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2404,Akira,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2405,Alana,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2406,Alani,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2407,Albrecht,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2408,Alda,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2409,Aldo,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2410,Alejandro,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2411,Alejna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2412,Aleksandr,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2413,Alesia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2414,Alessandra,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2415,Alessja,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2416,Alexandre,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2417,Aliana,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2418,Alicja,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2419,Alim,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2420,Alima,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2421,Alisar,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2422,Alizée,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2423,Aljona,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2424,Allin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2425,Allison,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2426,Ally,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2427,Almasa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2428,Almaz,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2429,Almina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2430,Almuth,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2431,Alora,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2432,Alrike,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2433,Amador,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2434,Amaris,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2435,Ambra,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2436,Amel,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2437,Ameli,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2438,Amicia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2439,Amjad,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2440,Amla,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2441,Amna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2442,Anabella,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2443,Andreevna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2444,Andriivna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2445,Aneta,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2446,Angely,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2447,Angie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2448,Anik,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2449,Anna-Magdalena,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2450,Anne-Marie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2451,Annerose,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2452,Annett,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2453,Annica,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2454,Annik,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2455,Anthea,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2456,Anthony,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2457,Antonia-Stefania,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2458,Anuschka,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2459,Apolonia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2460,Arek,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2461,Arianne,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2462,Ariella,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2463,Arik,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2464,Arisa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2465,Ariyan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2466,Arizona,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2467,Arkan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2468,Arnold,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2469,Arsam,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2470,Arsema,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2471,Aruna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2472,Arvin,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2473,Arwa,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2474,Aseel,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2475,Asinat,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2476,Asmaa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2477,Asmin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2478,Atena,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2479,Attila,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2480,Aura,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2481,Avelina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2482,Avila,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2483,Aviv,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2484,Ayaan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2485,Ayana,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2486,Ayat,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2487,Ayda,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2488,Aydin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2489,Aysha,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2490,Ayumi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2491,Aziz,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2492,Aziza,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2493,Baktash,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2494,Barnabas,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2495,Beat,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2496,Bejna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2497,Bele,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
