rank,given_name,aggregated_count,source_datasets,source_urls
2970,Matty,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2971,Matylda,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2972,Mavi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2973,Mavis,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2974,Maximiliane,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2975,Maximillian,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2976,Maximus,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2977,Maxwell,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2978,Mayas,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2979,Mayleen,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2980,Maylin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2981,Mazen,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
2982,Meghan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2983,Mei,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2984,Meilin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2985,Meja,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2986,Mejrema,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2987,Melba,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2988,Melina-Jolie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2989,Mella,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2990,Melvin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2991,Menessa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2992,Meral,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2993,Mercan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2994,Merle-Sophie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2995,Merry,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2996,Mersana,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2997,Mia-Sophia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2998,Mica,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
2999,Micah,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3000,Michalina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3001,Mihrimah,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3002,Mikal,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3003,Mila-Rose,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3004,Milane,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3005,Milano,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3006,Milly,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3007,Milosz,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3008,Milow,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3009,Milu,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3010,Milán,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3011,Mine,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3012,Mirabel,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3013,Miracle,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3014,Mirella,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3015,Mirja,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3016,Miruna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3017,Mirza,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3018,Mischa,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3019,Miya,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3020,Moaz,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3021,Mohammd,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3022,Muntaha,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3023,Mykhailo,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3024,Myla,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3025,Mylo,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3026,Myriam,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3027,Nadav,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3028,Nadira,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3029,Nadya,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3030,Naema,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3031,Nafi'u,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3032,Naledi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3033,Nami,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3034,Nana,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3035,Nanda,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3036,Nare,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3037,Narin,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3038,Naser,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3039,Nassim,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3040,Nastja,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3041,Natali,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3042,Natan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3043,Natasha,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3044,Neel,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3045,Neema,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3046,Nefes,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3047,Neila,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3048,Nejla,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3049,Nele-Sofie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3050,Nellie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3051,Nguyen,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3052,Nhat,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3053,Ni,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3054,Nic,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3055,Nica,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3056,Nicolai,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3057,Nieke,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3058,Niel,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3059,Niels,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3060,Nikki,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3061,Nikole,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3062,Nikoleta,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3063,Nikolina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3064,Nilas,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3065,Nilla,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3066,Nima,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3067,Nimrat,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3068,Nio,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3069,Nita,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3070,Nizar,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3071,Noemie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3072,Nolan,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3073,Nolen,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3074,Nomi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3075,Nori,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3076,Norik,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3077,Noël,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3078,Noëlle,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3079,Nuno,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3080,Néle,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3081,Oana,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3082,Octavia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3083,Odilia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3084,Oleksandrovych,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3085,Oleksiiovych,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3086,Oleksiivna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3087,Olga,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3088,Olive,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3089,Oliwia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3090,Omer,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3091,Ostara,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3092,Oswald,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3093,Otilie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3094,Pamela,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3095,Pamina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3096,Pandora,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3097,Paolina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3098,Paria,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3099,Parmis,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3100,Pau,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3101,Paulo,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3102,Pebbles,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3103,Peggy,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3104,Pella,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3105,Percy,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3106,Petro,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3107,Petrov,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3108,Petrova,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3109,Pham,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3110,Phan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3111,Philias,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3112,Phương,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3113,Pierre,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3114,Piotr,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3115,Poppy,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3116,Princess,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3117,Putu,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3118,Péter,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3119,Quang,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3120,Rabiya,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3121,Rae,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3122,Rafail,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3123,Rahma,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3124,Rahman,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3125,Raimund,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3126,Rainer,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3127,Raissa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3128,Rajana,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3129,Rakan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3130,Rala,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3131,Rami,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3132,Raphaela,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3133,Rasan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3134,Raul,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3135,Rawan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3136,Ray,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3137,Rayana,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3138,Rayen,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3139,Razan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3140,Reem,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3141,Reinhard,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3142,Renad,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3143,Resa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3144,Resi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3145,Reva,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3146,Rico,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3147,Riem,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3148,River,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3149,Riya,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3150,Roberta,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3151,Robinia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3152,Rodaina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3153,Roel,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3154,Rohama,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3155,Roja,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3156,Rojava,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3157,Rojin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3158,Rolav,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3159,Roma,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3160,Ronya,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3161,Ros,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3162,Rosalia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3163,Rosalinde,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3164,Rosaly,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3165,Rosana,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3166,Rosanna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3167,Rosaria,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3168,Roseline,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3169,Roshan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3170,Roswitha,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3171,Rosè,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3172,Roukaya,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3173,Rovan,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3174,Roy,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3175,Roya,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3176,Rubin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3177,Rubina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3178,Rukia,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3179,Ruslanovna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3180,Ryszard,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3181,Róse,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3182,Saba,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3183,Sadan,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3184,Saeed,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3185,Sahib,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3186,Saif,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3187,Sakina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3188,Salam,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3189,Saliha,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3190,Salomo,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3191,Samael,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3192,Samara,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3193,Sammy,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3194,Samy,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3195,Sandy,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3196,Sanja,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3197,Sanni,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3198,Sanny,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3199,Sarafina,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3200,Sari,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3201,Schamilovna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3202,Scott,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3203,Sean,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3204,Sema,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3205,Sepp,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3206,Serafine,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3207,Serena,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3208,Serhiiovych,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3209,Serhiivna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3210,Serin,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3211,Sessi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3212,Sevim,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3213,Shaam,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3214,Shahzad,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3215,Shayenne,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3216,Sherin,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3217,Shkurte,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3218,Shorouk,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3219,Si,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3220,Sidney,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3221,Sierra,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3222,Siiri,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3223,Silke,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3224,Silva,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3225,Sima,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3226,Simeon,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3227,Simona,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3228,Sini,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3229,Siri,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3230,Sita,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3231,Siva,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3232,Skyler,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3233,Soe,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3234,Sofi,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3235,Solène,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3236,Somaya,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3237,Sondos,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3238,Sonea,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3239,Sonya,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3240,Sophia-Marie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3241,Sophy,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3242,Soraja,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3243,Spencer,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3244,Stephanie,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3245,Steven,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3246,Su,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3247,Suki,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3248,Sumaya,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3249,Sumeya,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3250,Sumeyya,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3251,Suna,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3252,Suri,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3253,Susi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3254,Swea,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3255,Swenja,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3256,Sándor,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3257,Tahnee,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3258,Taif,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3259,Taisia,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3260,Taleen,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3261,Talisa,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3262,Tami,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3263,Tamika,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3264,Tamme,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3265,Tammy,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3266,Tania,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3267,Tarje,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3268,Taro,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3269,Tavi,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3270,Taym,2,Jena Open Data | Leipzig Open Data,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
3271,Tess,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3272,Thanh,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
3273,Thea-Christine,2,Leipzig Open Data,https://opendata.leipzig.de/dataset/?page=1
