given_name,gender_majority,rank,source_urls
Yahya,m,1284,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Yannis,m,1285,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Yasmina,w,1286,https://opendata.leipzig.de/dataset/?page=1
Zeno,m,1287,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Zeyneb,w,1288,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Élise,w,1289,https://opendata.leipzig.de/dataset/?page=1
Abel,m,1290,https://opendata.leipzig.de/dataset/?page=1
Aleksej,m,1291,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Alvin,m,1292,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Amalie,w,1293,https://opendata.leipzig.de/dataset/?page=1
Annelies,w,1294,https://opendata.leipzig.de/dataset/?page=1
Athena,w,1295,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Caitlyn,w,1296,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Casper,m,1297,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Cassandra,w,1298,https://opendata.leipzig.de/dataset/?page=1
Cheyenne,w,1299,https://opendata.leipzig.de/dataset/?page=1
Christa,w,1300,https://opendata.leipzig.de/dataset/?page=1
Danilo,m,1301,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Darija,w,1302,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Davide,m,1303,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Dejan,m,1304,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Dila,w,1305,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Edis,m,1306,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Ege,m,1307,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Elija,m,1308,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Elinor,w,1309,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Emily-Sophie,w,1310,https://opendata.leipzig.de/dataset/?page=1
Enya,w,1311,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Ernst,m,1312,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Fanny,w,1313,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Flavia,w,1314,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Francesca,w,1315,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Frido,m,1316,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Frieder,m,1317,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Gerhard,m,1318,https://opendata.leipzig.de/dataset/?page=1
Gisela,w,1319,https://opendata.leipzig.de/dataset/?page=1
Giuseppe,m,1320,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Gretha,w,1321,https://opendata.leipzig.de/dataset/?page=1
Gwendolyn,w,1322,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Günter,m,1323,https://opendata.leipzig.de/dataset/?page=1
Haley,w,1324,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Hektor,m,1325,https://opendata.leipzig.de/dataset/?page=1
Helge,m,1326,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Holger,m,1327,https://opendata.leipzig.de/dataset/?page=1
Igor,m,1328,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Ilvy,w,1329,https://opendata.leipzig.de/dataset/?page=1
Israa,w,1330,https://opendata.leipzig.de/dataset/?page=1
Ivana,w,1331,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Jean,m,1332,https://opendata.leipzig.de/dataset/?page=1
Jolanda,w,1333,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Jula,w,1334,https://opendata.leipzig.de/dataset/?page=1
Jürgen,m,1335,https://opendata.leipzig.de/dataset/?page=1
Kalea,w,1336,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Kara,w,1337,https://opendata.leipzig.de/dataset/?page=1
Karoline,w,1338,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Khaled,m,1339,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Kiana,w,1340,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Kuzey,m,1341,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Lenn,m,1342,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Lenya,w,1343,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Levke,w,1344,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Line,w,1345,https://opendata.leipzig.de/dataset/?page=1
Loreen,w,1346,https://opendata.leipzig.de/dataset/?page=1
Lorin,w,1347,https://opendata.leipzig.de/dataset/?page=1
Lya,w,1348,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Marlie,w,1349,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Marwa,w,1350,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Massa,w,1351,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Merlin,m,1352,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Merve,w,1353,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Milda,w,1354,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Milica,w,1355,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Millie,w,1356,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Minou,w,1357,https://opendata.leipzig.de/dataset/?page=1
Nikolaj,m,1358,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Noelia,w,1359,https://opendata.leipzig.de/dataset/?page=1
Oda,w,1360,https://opendata.leipzig.de/dataset/?page=1
Odin,m,1361,https://opendata.leipzig.de/dataset/?page=1
Ottilie,w,1362,https://opendata.leipzig.de/dataset/?page=1
Phillip,m,1363,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Pius,m,1364,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Romina,w,1365,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Rosi,w,1366,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Roxana,w,1367,https://opendata.leipzig.de/dataset/?page=1
Safiya,w,1368,https://opendata.leipzig.de/dataset/?page=1
Said,m,1369,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Sayed,m,1370,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Shirin,w,1371,https://opendata.leipzig.de/dataset/?page=1
Sidra,w,1372,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Sila,w,1373,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Sonia,w,1374,https://opendata.leipzig.de/dataset/?page=1
Sora,w,1375,https://opendata.leipzig.de/dataset/?page=1
Steffen,m,1376,https://opendata.leipzig.de/dataset/?page=1
Susann,w,1377,https://opendata.leipzig.de/dataset/?page=1
Talea,w,1378,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Tanja,w,1379,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Tarja,w,1380,https://opendata.leipzig.de/dataset/?page=1
Taylor,m,1381,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Tiara,w,1382,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Tymon,m,1383,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Ulrich,m,1384,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Violet,w,1385,https://opendata.leipzig.de/dataset/?page=1
Yolanda,w,1386,https://opendata.leipzig.de/dataset/?page=1
Zaid,m,1387,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Zelda,w,1388,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Adian,m,1389,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Ajan,m,1390,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Alen,m,1391,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Alexia,w,1392,https://opendata.leipzig.de/dataset/?page=1
Alisia,w,1393,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Alperen,m,1394,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Alwine,w,1395,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Amelie-Sophie,w,1396,https://opendata.leipzig.de/dataset/?page=1
Amon,m,1397,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Amos,m,1398,https://opendata.leipzig.de/dataset/?page=1
Andre,m,1399,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
André,m,1400,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Antonios,m,1401,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Ariadni,w,1402,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Asma,w,1403,https://opendata.leipzig.de/dataset/?page=1
Aurelius,m,1404,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Auri,w,1405,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Aurélie,w,1406,https://opendata.leipzig.de/dataset/?page=1
Ayden,m,1407,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Ayman,m,1408,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Bahar,w,1409,https://opendata.leipzig.de/dataset/?page=1
Bayan,w,1410,https://opendata.leipzig.de/dataset/?page=1
Carina,w,1411,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Cedric,m,1412,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Ceylin,w,1413,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Charlott,w,1414,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Châu,w,1415,https://opendata.leipzig.de/dataset/?page=1
Delia,w,1416,https://opendata.leipzig.de/dataset/?page=1
Devin,m,1417,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Din,m,1418,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Eddi,m,1419,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Eleyna,w,1420,https://opendata.leipzig.de/dataset/?page=1
Eline,w,1421,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Ellenor,w,1422,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Elodie,w,1423,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Elon,m,1424,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Ennio,m,1425,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Estera,w,1426,https://opendata.leipzig.de/dataset/?page=1
Etienne,m,1427,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Evelina,w,1428,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Fee,w,1429,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Fenna,w,1430,https://opendata.leipzig.de/dataset/?page=1
Finnja,w,1431,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Freja,w,1432,https://opendata.leipzig.de/dataset/?page=1
Hala,w,1433,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Hazal,w,1434,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Hellena,w,1435,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Hiba,w,1436,https://opendata.leipzig.de/dataset/?page=1
Hoang,u,1437,https://opendata.leipzig.de/dataset/?page=1
Hussein,m,1438,https://opendata.leipzig.de/dataset/?page=1
Huy,m,1439,https://opendata.leipzig.de/dataset/?page=1
Ilaf,w,1440,https://opendata.leipzig.de/dataset/?page=1
Irene,w,1441,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Isra,w,1442,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Jackson,m,1443,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Jascha,m,1444,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Jenna,w,1445,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Jesper,m,1446,https://opendata.leipzig.de/dataset/?page=1
Jessie,w,1447,https://opendata.leipzig.de/dataset/?page=1
Joe,m,1448,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Joscha,m,1449,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Joyce,w,1450,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Julina,w,1451,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Kali,w,1452,https://opendata.leipzig.de/dataset/?page=1
Karam,m,1453,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Karan,m,1454,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Karin,w,1455,https://opendata.leipzig.de/dataset/?page=1
Kathrin,w,1456,https://opendata.leipzig.de/dataset/?page=1
Kathy,w,1457,https://opendata.leipzig.de/dataset/?page=1
Katrin,w,1458,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Kerim,m,1459,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Kjell,m,1460,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Klaus,m,1461,https://opendata.leipzig.de/dataset/?page=1
Kolja,m,1462,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Ledion,m,1463,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Leevi,m,1464,https://opendata.leipzig.de/dataset/?page=1
Leilani,w,1465,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Lenni,m,1466,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Lenz,m,1467,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Levent,m,1468,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Lidya,w,1469,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Lillith,w,1470,https://opendata.leipzig.de/dataset/?page=1
Linnéa,w,1471,https://opendata.leipzig.de/dataset/?page=1
Logan,m,1472,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Lora,w,1473,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Lucius,m,1474,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Ludovica,w,1475,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Magdalene,w,1476,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Mailin,w,1477,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Malio,m,1478,https://opendata.leipzig.de/dataset/?page=1
Maliya,w,1479,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Maren,w,1480,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Margaretha,w,1481,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Marlies,w,1482,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Mavie,w,1483,https://opendata.leipzig.de/dataset/?page=1
Meret,w,1484,https://opendata.leipzig.de/dataset/?page=1
Mette,w,1485,https://opendata.leipzig.de/dataset/?page=1
Mick,m,1486,https://opendata.leipzig.de/dataset/?page=1
Mihael,m,1487,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Mihajlo,m,1488,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Mikkel,m,1489,https://opendata.leipzig.de/dataset/?page=1
Milea,w,1490,https://opendata.leipzig.de/dataset/?page=1
Milina,w,1491,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Miona,w,1492,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Miraç,m,1493,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Nelson,m,1494,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Neva,w,1495,https://opendata.leipzig.de/dataset/?page=1
Nhi,w,1496,https://opendata.leipzig.de/dataset/?page=1
Nikodem,m,1497,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Noela,w,1498,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Nuri,m,1499,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Polina,w,1500,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Poyraz,m,1501,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Ragna,w,1502,https://opendata.leipzig.de/dataset/?page=1
Ragnar,m,1503,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Rahaf,w,1504,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Rejjan,m,1505,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Rian,m,1506,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Rike,w,1507,https://opendata.leipzig.de/dataset/?page=1
Rocco,m,1508,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Roland,m,1509,https://opendata.leipzig.de/dataset/?page=1
Rolf,m,1510,https://opendata.leipzig.de/dataset/?page=1
Rosie,w,1511,https://opendata.leipzig.de/dataset/?page=1
Safia,w,1512,https://opendata.leipzig.de/dataset/?page=1
Senta,w,1513,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Seraphina,w,1514,https://opendata.leipzig.de/dataset/?page=1
Sia,w,1515,https://opendata.leipzig.de/dataset/?page=1
Skyla,w,1516,https://opendata.leipzig.de/dataset/?page=1
Stine,w,1517,https://opendata.leipzig.de/dataset/?page=1
Sulaiman,m,1518,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Sylvia,w,1519,https://opendata.leipzig.de/dataset/?page=1
Tali,w,1520,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Thalea,w,1521,https://opendata.leipzig.de/dataset/?page=1
Thees,m,1522,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Tia,w,1523,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Til,m,1524,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Tillmann,m,1525,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Troi,m,1526,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Valerio,m,1527,https://opendata.jena.de/dataset/vornamen | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Vasilije,m,1528,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Violetta,w,1529,https://opendata.leipzig.de/dataset/?page=1
Vy,w,1530,https://opendata.leipzig.de/dataset/?page=1
Wim,m,1531,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Wolke,w,1532,https://opendata.leipzig.de/dataset/?page=1
Yannik,m,1533,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Yaren,w,1534,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Álvaro,m,1535,https://opendata.leipzig.de/dataset/?page=1 | https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Aileen,w,1536,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Alfons,m,1537,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Alica,w,1538,https://opendata.leipzig.de/dataset/?page=1
Alissia,w,1539,https://opendata.leipzig.de/dataset/?page=1
Aljoscha,m,1540,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Alvar,m,1541,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Amr,w,1542,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Andreea,w,1543,https://opendata.leipzig.de/dataset/?page=1
Anissa,w,1544,https://opendata.leipzig.de/dataset/?page=1
Anjuli,w,1545,https://opendata.leipzig.de/dataset/?page=1
Annegret,w,1546,https://opendata.leipzig.de/dataset/?page=1
Antonius,m,1547,https://opendata.leipzig.de/dataset/?page=1
Avin,w,1548,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Ayra,w,1549,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Bailey,w,1550,https://opendata.leipzig.de/dataset/?page=1
Batuhan,m,1551,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Brigitte,w,1552,https://opendata.leipzig.de/dataset/?page=1
Carola,w,1553,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Catalea,w,1554,https://opendata.leipzig.de/dataset/?page=1
Cem,m,1555,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Chayenne,w,1556,https://opendata.leipzig.de/dataset/?page=1
Chris,m,1557,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Clarissa,w,1558,https://opendata.leipzig.de/dataset/?page=1
Clea,w,1559,https://opendata.leipzig.de/dataset/?page=1
Conner,m,1560,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Constanze,w,1561,https://opendata.leipzig.de/dataset/?page=1
Cornelia,w,1562,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Dahlia,w,1563,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Dania,w,1564,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Dawid,m,1565,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Ebba,w,1566,https://opendata.leipzig.de/dataset/?page=1
Edina,w,1567,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Edoardo,m,1568,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Elara,w,1569,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Eleen,w,1570,https://opendata.leipzig.de/dataset/?page=1
Elfie,w,1571,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Elissa,w,1572,https://opendata.leipzig.de/dataset/?page=1
Else,w,1573,https://opendata.leipzig.de/dataset/?page=1
Eman,m,1574,https://opendata.muenchen.de/dataset/vornamen-von-neugeborenen
Emine,w,1575,https://opendata.leipzig.de/dataset/?page=1
Emira,w,1576,https://opendata.leipzig.de/dataset/?page=1
Ennie,w,1577,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
Esmee,w,1578,https://opendata.leipzig.de/dataset/?page=1
Farah,w,1579,https://opendata.leipzig.de/dataset/?page=1
Fenya,w,1580,https://opendata.leipzig.de/dataset/?page=1
Finjas,m,1581,https://opendata.leipzig.de/dataset/?page=1
Finnley,m,1582,https://opendata.jena.de/dataset/vornamen | https://opendata.leipzig.de/dataset/?page=1
